H                Wind-60                 Wind-61                 Wind-62
h2429           0.405206565             0.398853138             0.421364985
h2430           0.385681947             0.347244345             0.362017804
h2431           0.368986984             0.363172985             0.390207715
h2432           0.295698925             0.284485505             0.348664688
h2433           0.338709677             0.316661357             0.336795252
h2434           0.302207131             0.261866837             0.359050445
h2435           0.472269383             0.432621854             0.419881306
h2436           0.407187323             0.374960178             0.396142433
h2437           0.278720996             0.24976107              0.264094955
h2438           0.190435767             0.170436445             0.158753709
h2439           0.160441426             0.1299777               0.129080119
h2440           0.098754952             0.087926091             0.071216617
h2441           0.106960951             0.083466072             0.048961424
h2442           0.101301641             0.083147499             0.056379822
h2443           0.106112054             0.114367633             0.102373887
h2444           0.102433503             0.112137623             0.123145401
h2445           0.089700057             0.076776043             0.118694362
h2446           0.098189021             0.071360306             0.145400593
h2447           0.172891907             0.175215037             0.111275964
h2448           0.234295416             0.213443772             0.305637982
h2449           0.348613469             0.252628226             0.37537092
h2450           0.346915676             0.306148455             0.354599407
h2451           0.373797397             0.311564192             0.354599407
h2452           0.298245614             0.20866518              0.235905045
h2453           0.357102434             0.333227142             0.304154303
h2454           0.451329938             0.397260274             0.283382789
h2455           0.481041313             0.386428799             0.293768546
h2456           0.46179966              0.347881491             0.307121662
h2457           0.354272779             0.273972603             0.235905045
h2458           0.213073005             0.178082192             0.152818991
h2459           0.150537634             0.129340554             0.117210682
h2460           0.130447085             0.103536158             0.06379822
h2461           0.044708546             0.029308697             0.016320475
h2462           0.024900962             0.027715833             0.022255193
h2463           0.025749859             0.050971647             0.068249258
h2464           0.034804754             0.048423065             0.026706231
h2465           0.019807583             0.045237337             0.007418398
h2466           0.012733447             0.066263141             0.050445104
h2467           0.047821166             0.073271743             0.09495549
h2468           0.129032258             0.123606244             0.176557864
h2469           0.257498585             0.217266645             0.296735905
h2470           0.688172043             0.703090156             0.707715134
h2471           0.785795133             0.813316343             0.787833828
h2472           0.803904924             0.84262504              0.804154303
h2473           0.869552915             0.900605288             0.919881306
h2474           0.881154499             0.901561007             0.93768546
h2475           0.75466893              0.79133482              0.869436202
h2476           0.722976797             0.801210577             0.878338279
h2477           0.83418223              0.880216629             0.930267062
h2478           0.894736842             0.915259637             0.934718101
h2479           0.889360498             0.922586811             0.918397626
h2480           0.86106395              0.922905384             0.890207715
h2481           0.822863611             0.885313794             0.817507418
h2482           0.777023203             0.853456515             0.770029674
h2483           0.679400113             0.731443135             0.587537092
h2484           0.59451047              0.622809812             0.507418398
h2485           0.498868138             0.498566422             0.409495549
h2486           0.462931522             0.446639057             0.439169139
h2487           0.488964346             0.493469258             0.50148368
h2488           0.455008489             0.463204842             0.541543027
h2489           0.406055461             0.451099076             0.452522255
h2490           0.455008489             0.492194967             0.403560831
h2491           0.491794001             0.504619306             0.461424332
h2492           0.420203735             0.436126155             0.425816024
h2493           0.238539898             0.285759796             0.290801187
h2494           0.088568195             0.093660401             0.065281899
h2495           0.057724958             0.066581714             0.099406528
h2496           0.1032824               0.103536158             0.206231454
h2497           0.133842671             0.103217585             0.212166172
h2498           0.121109225             0.094297547             0.143916914
h2499           0.127334465             0.121057662             0.140949555
h2500           0.140916808             0.14144632              0.203264095
h2501           0.185625354             0.208983753             0.28041543
h2502           0.264572722             0.374960178             0.479228487
h2503           0.288624788             0.413188914             0.658753709
h2504           0.338992643             0.426568971             0.704747774
h2505           0.488964346             0.527875119             0.683976261
h2506           0.355687606             0.368907295             0.338278932
h2507           0.100452745             0.195285123             0.127596439
h2508           0.086021505             0.178400765             0.192878338
h2509           0.246462932             0.279706913             0.388724036
h2510           0.275608376             0.262822555             0.410979228
h2511           0.256649689             0.258999681             0.351632047
h2512           0.232314658             0.230009557             0.278931751
h2513           0.154216186             0.167887862             0.24925816
h2514           0.151952462             0.199745142             0.227002967
h2515           0.376627051             0.47435489              0.50148368
h2516           0.657611771             0.737814591             0.753709199
h2517           0.994057725             0.991079962             0.977744807
h2518           0.994057725             0.97260274              0.927299703
h2519           0.995472552             0.984708506             0.829376855
h2520           0.955857385             0.901879579             0.635014837
h2521           0.817770232             0.737496018             0.440652819
h2522           0.794001132             0.734947435             0.40504451
h2523           0.81663837              0.727620261             0.428783383
h2524           0.831352575             0.715514495             0.451038576
h2525           0.853989813             0.746734629             0.488130564
h2526           0.841539332             0.758840395             0.456973294
h2527           0.86983588              0.676011469             0.540059347
h2528           0.90803622              0.770946161             0.845697329
h2529           0.803621958             0.705001593             0.853115727
h2530           0.752688172             0.650207072             0.793768546
h2531           0.881437465             0.768397579             0.866468843
h2532           0.905206565             0.814909207             0.908011869
h2533           0.824561404             0.786237655             0.862017804
h2534           0.625353707             0.622809812             0.787833828
h2535           0.557441992             0.548900924             0.630563798
h2536           0.531692134             0.522459382             0.621661721
h2537           0.430956423             0.436444728             0.528189911
h2538           0.336162988             0.328129978             0.370919881
h2539           0.518392756             0.506212169             0.538575668
h2540           0.687606112             0.681427206             0.689910979
h2541           0.845500849             0.851226505             0.823442136
h2542           0.83418223              0.838483594             0.805637982
h2543           0.889077533             0.899968143             0.872403561
h2544           0.956423316             0.966231284             0.96884273
h2545           0.97311828              0.981522778             0.980712166
h2546           0.97934352              0.98630137              0.982195846
h2547           0.966893039             0.983434215             0.96884273
h2548           0.969722694             0.981841351             0.954005935
h2549           0.974533107             0.979611341             0.965875371
h2550           0.978494624             0.974514176             0.976261128
h2551           0.972552349             0.941064033             0.952522255
h2552           0.964629315             0.910481045             0.851632047
h2553           0.955291454             0.899330997             0.824925816
h2554           0.907753254             0.864606563             0.790801187
h2555           0.897566497             0.843899331             0.848664688
h2556           0.840690436             0.805352023             0.756676558
h2557           0.728070175             0.689391526             0.545994065
h2558           0.596208263             0.553998089             0.320474777
h2559           0.451895869             0.402357439             0.206231454
h2560           0.352857951             0.330997133             0.175074184
h2561           0.415110357             0.347244345             0.207715134
h2562           0.499717035             0.457470532             0.324925816
h2563           0.456423316             0.425931825             0.341246291
h2564           0.399830221             0.371455878             0.434718101
h2565           0.327956989             0.29308697              0.612759644
h2566           0.384267119             0.431347563             0.74925816
h2567           0.346915676             0.390570245             0.639465875
h2568           0.341822298             0.38196878              0.618694362
h2569           0.409168081             0.494743549             0.642433234
h2570           0.470854556             0.534246575             0.648367953
h2571           0.438313526             0.556228098             0.658753709
h2572           0.462648557             0.583943931             0.630563798
h2573           0.430956423             0.548263778             0.597922849
h2574           0.380871534             0.508760752             0.602373887
h2575           0.332767402             0.463523415             0.568249258
h2576           0.119977363             0.31474992              0.535608309
h2577           0.069326542             0.151003504             0.397626113
h2578           0.033955857             0.115960497             0.413946588
h2579           0.034804754             0.08091749              0.235905045
h2580           0.025749859             0.064033132             0.069732938
h2581           0.039898132             0.064670277             0.040059347
h2582           0.059705716             0.065944568             0.020771513
h2583           0.097906055             0.086970373             0.045994065
h2584           0.143746463             0.135393437             0.083086053
h2585           0.195529145             0.171392163             0.154302671
h2586           0.197792869             0.190825104             0.164688427
h2587           0.281267685             0.292768398             0.243323442
h2588           0.355687606             0.377508761             0.274480712
h2589           0.417657046             0.448869067             0.259643917
h2590           0.226655348             0.350430073             0.299703264
h2591           0.23344652              0.363172985             0.379821958
h2592           0.228919072             0.368907295             0.28189911
h2593           0.257498585             0.38196878              0.278931751
h2594           0.329371817             0.371137305             0.442136499
h2595           0.436898698             0.347244345             0.412462908
h2596           0.453310696             0.449187639             0.367952522
h2597           0.415676287             0.488690666             0.454005935
h2598           0.475382003             0.581076776             0.672106825
h2599           0.569609508             0.699267283             0.775964392
h2600           0.654782117             0.757884677             0.78041543
h2601           0.332767402             0.440267601             0.424332344
h2602           0.583757782             0.682064352             0.635014837
h2603           0.741086587             0.795794839             0.722551929
h2604           0.8016412               0.832112138             0.863501484
h2605           0.756932654             0.761388977             0.832344214
h2606           0.585455574             0.615801211             0.712166172
h2607           0.517260894             0.551449506             0.685459941
h2608           0.541029994             0.58840395              0.695845697
h2609           0.464063384             0.477222045             0.618694362
h2610           0.373514431             0.429436126             0.556379822
h2611           0.307017544             0.337050016             0.452522255
h2612           0.26598755              0.295635553             0.332344214
h2613           0.248160724             0.307104173             0.197329377
h2614           0.486700623             0.54507805              0.413946588
h2615           0.554895303             0.590952533             0.556379822
h2616           0.522920204             0.576298184             0.591988131
h2617           0.568760611             0.609429755             0.62462908
h2618           0.515280136             0.564510991             0.618694362
h2619           0.494057725             0.556546671             0.483679525
h2620           0.410865874             0.472762026             0.362017804
h2621           0.318902094             0.36030583              0.24925816
h2622           0.262874929             0.291812679             0.200296736
h2623           0.199207697             0.246893915             0.178041543
h2624           0.157894737             0.185727939             0.09495549
h2625           0.134408602             0.130933418             0.017804154
h2626           0.022071307             0.053201657             0
h2627           0.006225241             0.034405862             0.005934718
h2628           0.001414827             0.018477222             0.004451039
h2629           0.001980758             0.022618668             0
h2630           0.009903792             0.047467346             0.00148368
h2631           0.019807583             0.05702453              0.007418398
h2632           0.038483305             0.06275884              0.014836795
h2633           0.040181098             0.070404587             0.03264095
h2634           0.028579513             0.050015929             0.045994065
h2635           0.137804188             0.170755018             0.222551929
h2636           0.200056593             0.23606244              0.256676558
h2637           0.215053763             0.247212488             0.149851632
h2638           0.222410866             0.259318254             0.201780415
h2639           0.279852858             0.308378464             0.430267062
h2640           0.240237691             0.280662631             0.348664688
h2641           0.26655348              0.359350112             0.428783383
h2642           0.370684776             0.482637783             0.451038576
h2643           0.420769666             0.510035043             0.369436202
h2644           0.408319185             0.515132208             0.293768546
h2645           0.404923599             0.494424976             0.360534125
h2646           0.485568761             0.619942657             0.584569733
h2647           0.66581777              0.757566104             0.807121662
h2648           0.705998868             0.788149092             0.919881306
h2649           0.760045274             0.880853775             0.940652819
h2650           0.540464063             0.690665817             0.826409496
h2651           0.499151104             0.537432303             0.606824926
h2652           0.355404641             0.407454603             0.46735905
h2653           0.319468025             0.334182861             0.333827893
h2654           0.253254103             0.302325581             0.351632047
h2655           0.184776457             0.291812679             0.353115727
h2656           0.176004527             0.268875438             0.381305638
h2657           0.140350877             0.291175534             0.350148368
h2658           0.136955291             0.29531698              0.416913947
h2659           0.133842671             0.25772539              0.345697329
h2660           0.167515563             0.233513858             0.267062315
h2661           0.235427278             0.218859509             0.185459941
h2662           0.216468591             0.218859509             0.286350148
h2663           0.284946237             0.27938834              0.528189911
h2664           0.451046972             0.477859191             0.635014837
h2665           0.475664969             0.542210895             0.609792285
h2666           0.548670062             0.6533928               0.703264095
h2667           0.528579513             0.700860147             0.847181009
h2668           0.554612337             0.68875438              0.897626113
h2669           0.646010187             0.748964638             0.899109792
h2670           0.797679683             0.867792291             0.908011869
h2671           0.882286361             0.935648296             0.951038576
h2672           0.894736842             0.937559732             0.962908012
h2673           0.806168647             0.859190825             0.896142433
h2674           0.843520091             0.860146543             0.921364985
h2675           0.899547255             0.904746735             0.955489614
h2676           0.882852292             0.888499522             0.958456973
h2677           0.906904358             0.878942338             0.971810089
h2678           0.908602151             0.84835935              0.954005935
h2679           0.813808715             0.739407455             0.847181009
h2680           0.730050934             0.685568652             0.768545994
h2681           0.719581211             0.625358394             0.651335312
h2682           0.722976797             0.604014017             0.648367953
h2683           0.462931522             0.389295954             0.434718101
h2684           0.265421619             0.230009557             0.225519288
h2685           0.13327674              0.12774769              0.025222552
h2686           0.265704584             0.306785601             0.216617211
h2687           0.426994907             0.468302007             0.568249258
h2688           0.567062818             0.673781459             0.679525223
h2689           0.573288059             0.641605607             0.516320475
h2690           0.621958121             0.686205798             0.673590504
h2691           0.699207697             0.756610385             0.704747774
h2692           0.779003962             0.823192099             0.78189911
h2693           0.740803622             0.810449188             0.789317507
h2694           0.682512733             0.779866199             0.672106825
h2695           0.64204867              0.760433259             0.701780415
h2696           0.574136955             0.68525008              0.710682493
h2697           0.538766271             0.603695444             0.62462908
h2698           0.293435201             0.419878942             0.289317507
h2699           0.150537634             0.255176808             0.108308605
h2700           0.081777023             0.160242115             0.151335312
h2701           0.147142049             0.182542211             0.259643917
h2702           0.135257499             0.126791972             0.154302671
h2703           0.114601019             0.115641924             0.149851632
h2704           0.108375778             0.107040459             0.137982196
h2705           0.119128466             0.098757566             0.109792285
h2706           0.108658744             0.098120421             0.083086053
h2707           0.279286927             0.247212488             0.247774481
h2708           0.441709111             0.351067219             0.378338279
h2709           0.598471986             0.412551768             0.470326409
h2710           0.571307301             0.453329086             0.479228487
h2711           0.332201471             0.392481682             0.59347181
h2712           0.284380306             0.503663587             0.71958457
h2713           0.521222411             0.676648614             0.848664688
h2714           0.732597623             0.730168844             0.919881306
h2715           0.786361064             0.749601784             0.922848665
h2716           0.882003396             0.835297866             0.962908012
h2717           0.896434635             0.877349474             0.955489614
h2718           0.878324844             0.889773813             0.942136499
h2719           0.876910017             0.876712329             0.942136499
h2720           0.825127334             0.831793565             0.916913947
h2721           0.654499151             0.66932144              0.801186944
h2722           0.546689304             0.522777955             0.586053412
h2723           0.387945671             0.3466072               0.360534125
h2724           0.232880589             0.236699586             0.268545994
h2725           0.217883418             0.198470851             0.170623145
h2726           0.234861347             0.207390889             0.105341246
h2727           0.383135257             0.267601147             0.149851632
h2728           0.424448217             0.318572794             0.148367953
h2729           0.465195246             0.387065945             0.221068249
h2730           0.473684211             0.392163109             0.28041543
h2731           0.378890775             0.345970054             0.228486647
h2732           0.349745331             0.346288627             0.21810089
h2733           0.385681947             0.395030264             0.246290801
h2734           0.708262592             0.742911755             0.681008902
h2735           0.745614035             0.814909207             0.78041543
h2736           0.775042445             0.851545078             0.878338279
h2737           0.859366157             0.938196878             0.93768546
h2738           0.907753254             0.956992673             0.96884273
h2739           0.938596491             0.960178401             0.980712166
h2740           0.959818902             0.965594138             0.976261128
h2741           0.953310696             0.966549857             0.977744807
h2742           0.956706282             0.968142721             0.976261128
h2743           0.923882286             0.965275565             0.945103858
h2744           0.904640634             0.898056706             0.856083086
h2745           0.661856254             0.59859828              0.528189911
h2746           0.640916808             0.537750876             0.568249258
h2747           0.728353141             0.72634597              0.728486647
h2748           0.814091681             0.780184772             0.841246291
h2749           0.895585739             0.845810768             0.734421365
h2750           0.901245048             0.882446639             0.737388724
h2751           0.9524618               0.925453966             0.817507418
h2752           0.964063384             0.911436763             0.872403561
h2753           0.977645727             0.920993947             0.894658754
h2754           0.974533107             0.940426888             0.927299703
h2755           0.857385399             0.846766486             0.879821958
h2756           0.756366723             0.735584581             0.772997033
h2757           0.670628183             0.605606881             0.615727003
h2758           0.642331636             0.513220771             0.56231454
h2759           0.732314658             0.635234151             0.646884273
h2760           0.687889078             0.702771583             0.789317507
h2761           0.655348048             0.711054476             0.830860534
h2762           0.711375212             0.798661994             0.876854599
h2763           0.764289757             0.827333546             0.879821958
h2764           0.787775891             0.841032176             0.893175074
h2765           0.75466893              0.816502071             0.8115727
h2766           0.71279004              0.751831794             0.618694362
h2767           0.711658178             0.76744186              0.591988131
h2768           0.748726655             0.7833705               0.65727003
h2769           0.734861347             0.759158968             0.559347181
h2770           0.537917374             0.629818414             0.526706231
h2771           0.645444256             0.742911755             0.796735905
h2772           0.701754386             0.778273335             0.872403561
h2773           0.780418789             0.817457789             0.928783383
h2774           0.794284097             0.795794839             0.885756677
h2775           0.809281268             0.807582032             0.795252226
h2776           0.816072439             0.839439312             0.75074184
h2777           0.891058291             0.877349474             0.770029674
h2778           0.888228636             0.857916534             0.778931751
h2779           0.711658178             0.695125836             0.600890208
h2780           0.548104131             0.54730806              0.456973294
h2781           0.395585739             0.415737496             0.353115727
h2782           0.515846067             0.634278433             0.540059347
h2783           0.454442558             0.58266964              0.729970326
h2784           0.380022637             0.483912074             0.646884273
h2785           0.454159593             0.519592227             0.729970326
h2786           0.477362762             0.552405225             0.695845697
h2787           0.501131862             0.57470532              0.695845697
h2788           0.635257499             0.705001593             0.740356083
h2789           0.711941143             0.736858872             0.767062315
h2790           0.739105829             0.716788786             0.740356083
h2791           0.755234861             0.731761708             0.721068249
h2792           0.733163554             0.714558777             0.675074184
h2793           0.668081494             0.619624084             0.495548961
h2794           0.667515563             0.611978337             0.318991098
h2795           0.573571024             0.489646384             0.25074184
h2796           0.374080362             0.326218541             0.259643917
h2797           0.213355971             0.236381013             0.158753709
h2798           0.255517827             0.259318254             0.232937685
h2799           0.285229202             0.259318254             0.183976261
h2800           0.301924165             0.275246894             0.227002967
h2801           0.223542728             0.259636827             0.262611276
h2802           0.26344086              0.282574068             0.326409496
h2803           0.508488964             0.50398216              0.534124629
h2804           0.729485003             0.698630137             0.753709199
h2805           0.926711941             0.866517999             0.983679525
h2806           0.956140351             0.884358076             0.991097923
h2807           0.973684211             0.937559732             0.989614243
h2808           0.981324278             0.969417012             0.991097923
h2809           0.99122807              0.976425613             0.997032641
h2810           0.993774759             0.978655623             0.997032641
h2811           0.986134692             0.975151322             1
h2812           0.960667799             0.979292768             0.994065282
h2813           0.971986418             0.985664224             0.992581602
h2814           0.984436899             0.97260274              0.985163205
h2815           0.973401245             0.97260274              0.973293769
h2816           0.930107527             0.979611341             0.93768546
h2817           0.767402377             0.857279388             0.848664688
h2818           0.576683645             0.639375597             0.571216617
h2819           0.452178834             0.547626633             0.488130564
h2820           0.290605546             0.397260274             0.366468843
h2821           0.130730051             0.256451099             0.200296736
h2822           0.167798529             0.278751195             0.109792285
h2823           0.224391624             0.27365403              0.136498516
h2824           0.275891341             0.275246894             0.100890208
h2825           0.433786078             0.421471806             0.130563798
h2826           0.732031692             0.661994266             0.439169139
h2827           0.61262026              0.609111182             0.443620178
h2828           0.505942275             0.562918127             0.492581602
h2829           0.412280702             0.521503664             0.580118694
h2830           0.533106961             0.670595731             0.753709199
h2831           0.558007923             0.695125836             0.709198813
h2832           0.592246746             0.66709143              0.713649852
h2833           0.488398415             0.422427525             0.482195846
h2834           0.462082626             0.461930551             0.289317507
h2835           0.565930956             0.513539344             0.366468843
h2836           0.606112054             0.625358394             0.31305638
h2837           0.547821166             0.575342466             0.323442136
h2838           0.466327108             0.445364766             0.354599407
h2839           0.37860781              0.518636508             0.433234421
h2840           0.227221279             0.368907295             0.394658754
h2841           0.235427278             0.359987257             0.298219585
h2842           0.307017544             0.345014336             0.24925816
h2843           0.314940577             0.339598598             0.247774481
h2844           0.314374646             0.322395667             0.367952522
h2845           0.282965478             0.266645428             0.345697329
h2846           0.361629881             0.290856961             0.310089021
h2847           0.335880023             0.279069767             0.229970326
h2848           0.368138087             0.296909844             0.170623145
h2849           0.370118846             0.332589997             0.120178042
h2850           0.301358234             0.310927047             0.200296736
h2851           0.533672892             0.563873845             0.477744807
h2852           0.708545557             0.722523097             0.62611276
h2853           0.825976231             0.786556228             0.642433234
h2854           0.861912847             0.84262504              0.804154303
h2855           0.891058291             0.841350749             0.817507418
h2856           0.930673458             0.899012424             0.820474777
h2857           0.951612903             0.935329723             0.916913947
h2858           0.955008489             0.941701179             0.896142433
h2859           0.956140351             0.933736859             0.853115727
h2860           0.965195246             0.949665499             0.903560831
h2861           0.917657046             0.913666773             0.908011869
h2862           0.837577816             0.8700223               0.916913947
h2863           0.748726655             0.848996496             0.912462908
h2864           0.695529145             0.826059255             0.934718101
h2865           0.425014148             0.624084103             0.734421365
h2866           0.288058857             0.473399172             0.577151335
h2867           0.413412564             0.544759478             0.597922849
h2868           0.362478778             0.448550494             0.37388724
h2869           0.188455008             0.273335457             0.176557864
h2870           0.095359366             0.132844855             0.043026706
h2871           0.045274477             0.078368907             0.037091988
h2872           0.046972269             0.077731762             0.066765579
h2873           0.041595925             0.068811723             0.072700297
h2874           0.051216752             0.067537432             0.084569733
h2875           0.125636672             0.133163428             0.142433234
h2876           0.157611771             0.157056387             0.137982196
h2877           0.146859083             0.138579165             0.078635015
h2878           0.216751556             0.2166295               0.037091988
h2879           0.307300509             0.23829245              0.080118694
h2880           0.339841539             0.293405543             0.158753709
h2881           0.504810413             0.441541892             0.34272997
h2882           0.558290889             0.470850589             0.49851632
h2883           0.542444822             0.543485186             0.673590504
h2884           0.400113186             0.546352342             0.824925816
h2885           0.296264856             0.473399172             0.796735905
h2886           0.161290323             0.352978656             0.753709199
h2887           0.151952462             0.372093023             0.608308605
h2888           0.203169213             0.337368589             0.46735905
h2889           0.102433503             0.232876712             0.314540059
h2890           0.02942841              0.182542211             0.203264095
h2891           0.000565931             0.089837528             0.084569733
h2892           0.004810413             0.095571838             0.072700297
h2893           0.012167516             0.101943294             0.06231454
h2894           0.035087719             0.11627907              0.078635015
h2895           0.055744199             0.14367633              0.121661721
h2896           0.058007923             0.150684932             0.154302671
h2897           0.052065648             0.157056387             0.152818991
h2898           0.05942275              0.17903791              0.212166172
h2899           0.240237691             0.319209939             0.400593472
h2900           0.445104697             0.471487735             0.572700297
h2901           0.671760045             0.637145588             0.734421365
h2902           0.677419355             0.66135712              0.753709199
h2903           0.539332201             0.486779229             0.65727003
h2904           0.306734578             0.246575342             0.302670623
h2905           0.251273345             0.185409366             0.237388724
h2906           0.312959819             0.239566741             0.318991098
h2907           0.260894171             0.194647977             0.225519288
h2908           0.198924731             0.156737815             0.127596439
h2909           0.169213356             0.116916215             0.103857567
h2910           0.182512733             0.141127748             0.068249258
h2911           0.224957555             0.183497929             0.086053412
h2912           0.168081494             0.135074865             0.096439169
h2913           0.295698925             0.290219815             0.231454006
h2914           0.28720996              0.249123925             0.234421365
h2915           0.12139219              0.090156101             0.060830861
h2916           0.117430673             0.083466072             0.108308605
h2917           0.045274477             0.032812998             0.029673591
h2918           0.016977929             0.031220134             0.065281899
h2919           0.011318619             0.046511628             0.146884273
h2920           0.012733447             0.044281618             0.167655786
h2921           0.019524618             0.10258044              0.12462908
h2922           0.018675722             0.073271743             0.111275964
h2923           0.250990379             0.302325581             0.318991098
h2924           0.542727787             0.567696719             0.568249258
h2925           0.893039049             0.864925135             0.857566766
h2926           0.862761743             0.878942338             0.847181009
h2927           0.87860781              0.9133482               0.933234421
h2928           0.894736842             0.931506849             0.897626113
h2929           0.923599321             0.963364129             0.93768546
h2930           0.912846633             0.931506849             0.934718101
h2931           0.878041879             0.840076457             0.912462908
h2932           0.863327674             0.802484868             0.884272997
h2933           0.808998302             0.800254858             0.755192878
h2934           0.74278438              0.741000319             0.669139466
h2935           0.68958687              0.704364447             0.571216617
h2936           0.540181098             0.573431029             0.507418398
h2937           0.426994907             0.402994584             0.410979228
h2938           0.428692699             0.434851864             0.422848665
h2939           0.281550651             0.324307104             0.381305638
h2940           0.237125071             0.289901242             0.360534125
h2941           0.347481607             0.349474355             0.483679525
h2942           0.289473684             0.333545715             0.333827893
h2943           0.235993209             0.310927047             0.304154303
h2944           0.177985286             0.25199108              0.204747774
h2945           0.134408602             0.186046512             0.139465875
h2946           0.121675156             0.164383562             0.09495549
h2947           0.116581777             0.146543485             0.069732938
h2948           0.140633843             0.160560688             0.100890208
h2949           0.194114318             0.205160879             0.183976261
h2950           0.564516129             0.619624084             0.68694362
h2951           0.647142049             0.688117235             0.820474777
h2952           0.617713639             0.627906977             0.765578635
h2953           0.504527448             0.525963683             0.661721068
h2954           0.416808149             0.501433578             0.59495549
h2955           0.326542162             0.424338961             0.504451039
h2956           0.210526316             0.298184135             0.321958457
h2957           0.114601019             0.182223638             0.112759644
h2958           0.073005093             0.129340554             0.056379822
h2959           0.046123373             0.103217585             0.050445104
h2960           0.033672892             0.087607518             0.047477745
h2961           0.031409168             0.105447595             0.117210682
h2962           0.072439162             0.107359032             0.080118694
h2963           0.060554612             0.121057662             0.123145401
h2964           0.02065648              0.051608793             0.044510386
h2965           0.000565931             0.028990124             0.002967359
h2966           0.010469723             0.014654349             0
h2967           0.02942841              0.028034406             0.008902077
h2968           0.069326542             0.075501752             0.044510386
h2969           0.115732881             0.107359032             0.09495549
h2970           0.199773628             0.152277795             0.115727003
h2971           0.299943407             0.298821281             0.28189911
h2972           0.340690436             0.369863014             0.283382789
h2973           0.323995473             0.366358713             0.12462908
h2974           0.317204301             0.341191462             0.023738872
h2975           0.258630447             0.300732717             0.075667656
h2976           0.271929825             0.356801529             0.449554896
h2977           0.437181664             0.536158012             0.727002967
h2978           0.70090549              0.760114686             0.857566766
h2979           0.910299943             0.919719656             0.90652819
h2980           0.902659875             0.925453966             0.839762611
h2981           0.8491794               0.866836572             0.772997033
h2982           0.830503679             0.831156419             0.713649852
h2983           0.739105829             0.806307741             0.746290801
h2984           0.654216186             0.733035999             0.804154303
h2985           0.625636672             0.676011469             0.802670623
h2986           0.678834182             0.703090156             0.829376855
h2987           0.653367289             0.68525008              0.777448071
h2988           0.57696661              0.668365722             0.770029674
h2989           0.563101302             0.659764256             0.732937685
h2990           0.575551783             0.66709143              0.743323442
h2991           0.555461234             0.660719975             0.738872404
h2992           0.509903792             0.599235425             0.75074184
h2993           0.448783248             0.553998089             0.753709199
h2994           0.402659875             0.542848041             0.753709199
h2995           0.35483871              0.414463205             0.53115727
h2996           0.313242784             0.294361262             0.360534125
h2997           0.278720996             0.182542211             0.244807122
h2998           0.493208829             0.403950303             0.409495549
h2999           0.577532541             0.543485186             0.572700297
h3000           0.391341256             0.450461931             0.65727003
h3001           0.287775891             0.410321759             0.545994065
h3002           0.310696095             0.414463205             0.581602374
h3003           0.317204301             0.425613253             0.49851632
h3004           0.383701188             0.486779229             0.482195846
h3005           0.272495756             0.368588723             0.402077151
h3006           0.208545557             0.27365403              0.265578635
h3007           0.177136389             0.229690984             0.235905045
h3008           0.147425014             0.186683657             0.181008902
h3009           0.112337295             0.148773495             0.229970326
h3010           0.058007923             0.154189232             0.244807122
h3011           0.063101302             0.158649251             0.31305638
h3012           0.092246746             0.130933418             0.224035608
h3013           0.226655348             0.219496655             0.317507418
h3014           0.383418223             0.365084422             0.482195846
